   0.000000      0.9072000      9.2799999E-02   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
   0.000000      0.8266457      0.1648250      8.5292663E-03   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
   0.000000      0.7549197      0.2218310      2.2467794E-02  7.8139867E-04   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
   0.000000      0.6899154      0.2674493      3.9837968E-02  2.7257435E-03  7.1470226E-05   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
   0.000000      0.6302453      0.3041137      5.9331093E-02  5.9929779E-03  3.1020926E-04  6.5305148E-06   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
   0.000000      0.5749483      0.3335358      8.0049634E-02  1.0617799E-02  8.1385684E-04  3.3901986E-05  5.9632112E-07   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
   0.000000      0.5233307      0.3569676      0.1013595      1.6563486E-02  1.6715961E-03  1.0333853E-04  3.6026388E-06  5.4425783E-08   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
   0.000000      0.4748749      0.3753563      0.1228016      2.3752784E-02  2.9599287E-03  2.4141157E-04  1.2510240E-05  3.7504742E-07  4.9656039E-09   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
   0.000000      0.4291830      0.3894399      0.1440368      3.2086033E-02  4.7414578E-03  4.7838467E-04  3.2756161E-05  1.4614592E-06  3.8434280E-08  4.5291501E-10   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
   0.000000      0.3859459      0.3998028      0.1648110      4.1452002E-02  7.0651267E-03  8.4671180E-04  7.1822957E-05  4.2390961E-06  1.6606771E-07  3.8900314E-09  4.1301209E-11   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
   0.000000      0.3452107      0.4066267      0.1849310      5.1734485E-02  9.9671120E-03  1.3797656E-03  1.3920815E-04  1.0189998E-05  5.2856848E-07  1.8457492E-08  3.8977521E-10  3.7655456E-12   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
   0.000000      0.3071590      0.4099482      0.2042239      6.2816568E-02  1.3471979E-02  2.1107988E-03  2.4629987E-04  2.1466900E-05  1.3822407E-06  6.3957337E-08  2.0146447E-09  3.8731122E-11  3.4326177E-13   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
   0.000000      0.2719086      0.4098695      0.2225241      7.4581042E-02  1.7593926E-02  3.0721184E-03  4.0618933E-04  4.0985498E-05  3.1449536E-06  1.8076813E-07  7.5496507E-09  2.1660709E-10  3.8217923E-12  3.1287124E-14   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
   0.000000      0.2395155      0.4065500      0.2396793      8.6909831E-02  2.2337813E-02  4.2944397E-03  6.3344318E-04  7.2492774E-05  6.4451610E-06  4.4179075E-07  2.2934048E-08  8.7285229E-10  2.2993349E-11  3.7487263E-13  2.8513899E-15   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
   0.000000      0.2099789      0.4001974      0.2555552      9.9684194E-02  2.7699936E-02  5.8063823E-03  9.4385369E-04  1.2061122E-04  1.2171775E-05  9.6735891E-07  5.9921135E-08  2.8360556E-09  9.9145629E-11  2.4142255E-12  3.6581876E-14  2.5983935E-16   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
   0.000000      0.1832477      0.3910571      0.2700379      0.1127855      3.3668667E-02  7.6340567E-03  1.3541779E-03  1.9086002E-04  2.1522948E-05  1.9428878E-06  1.3961689E-07  7.8888451E-09  3.4310677E-10  1.1091419E-11  2.5109155E-13  3.5538661E-15  2.3676457E-17   0.000000       0.000000       0.000000       0.000000       0.000000       0.000000    
