   0.0000000      0.25000000       0.0000000     -0.25000000       0.0000000       0.0000000       0.0000000       0.0000000       0.0000000       0.0000000      2.24207759E-24
   0.0000000      0.25000000       0.0000000     -0.25000000       0.0000000       0.0000000       0.0000000       0.0000000       0.0000000       0.0000000      2.24207759E-24
   0.0000000      0.25000000      8.33333358E-02 -8.33333358E-02 -0.25000000       0.0000000       0.0000000       0.0000000       0.0000000       0.0000000      2.24207759E-24
   0.0000000      0.25000000      0.10135134     -0.10135134     -0.25000000       0.0000000       0.0000000       0.0000000       0.0000000       0.0000000      2.24207759E-24
   0.0000000      0.25000000      0.14702983       0.0000000     -0.14702983     -0.25000000       0.0000000       0.0000000       0.0000000       0.0000000      2.24207759E-24
   0.0000000      0.25000000      0.16216952       0.0000000     -0.16216952     -0.25000000       0.0000000       0.0000000       0.0000000       0.0000000      2.24207759E-24
   0.0000000      0.25000000      0.18585363      6.52016401E-02 -6.52016401E-02 -0.18585363     -0.25000000       0.0000000       0.0000000       0.0000000      2.24207759E-24
   0.0000000      0.25000000      0.19462831      7.80771449E-02 -7.80771449E-02 -0.19462831     -0.25000000       0.0000000       0.0000000       0.0000000      2.24207759E-24
   0.0000000      0.25000000      0.20626929      0.12103232       0.0000000     -0.12103232     -0.20626929     -0.25000000       0.0000000       0.0000000      2.24207759E-24
   0.0000000      0.25000000      0.21097995      0.13467997       0.0000000     -0.13467997     -0.21097995     -0.25000000       0.0000000       0.0000000      2.24207759E-24
   0.0000000      0.25000000      0.21715660      0.16044115      5.72681762E-02 -5.72681762E-02 -0.16044115     -0.21715660     -0.25000000       0.0000000      2.24207759E-24
   0.0000000      0.25000000      0.21975495      0.16989610      6.80308416E-02 -6.80308416E-02 -0.16989610     -0.21975495     -0.25000000       0.0000000      2.24207759E-24
   0.0000000      0.25000000      0.22341242      0.18416993      0.10838544       0.0000000     -0.10838544     -0.18416993     -0.22341242     -0.25000000      2.24207759E-24
   0.0000000      0.25000000      0.22499150      0.18991193      0.12080173       0.0000000     -0.12080173     -0.18991193     -0.22499150     -0.25000000      2.24207759E-24
   0.0000000      0.25000000      0.22741973      0.19809847      0.14646538      5.27881980E-02 -5.27881980E-02 -0.14646538     -0.19809847     -0.22741973     -0.25000000    
   0.0000000      0.25000000      0.22848539      0.20151123      0.15575702      6.23920336E-02 -6.23920336E-02 -0.15575702     -0.20151123     -0.22848539     -0.25000000    
   0.0000000       0.0000000      0.23024788      0.20659034      0.17075293      0.10084815       0.0000000     -0.10084815     -0.17075293     -0.20659034     -0.25000000    
   0.0000000     -3.25254388E-02  0.23103194      0.20874900      0.17673889      0.11241298       0.0000000     -0.11241298     -0.17673889     -0.20919584     -0.25000000    
   0.0000000     -0.20546384      0.20523965      0.21227916      0.18565984      0.13761261      4.99201715E-02 -4.99201715E-02 -0.13761516     -0.18577351     -0.25000000    
   0.0000000     -0.22326629      0.21654058      0.21327770      0.18935423      0.14663380      5.87972328E-02 -5.87972850E-02 -0.14664000     -0.19057816     -0.25000000    
   0.0000000     -0.19733924     -5.57346791E-02  0.21514522      0.19492552      0.16176894      9.58648250E-02 -8.10380740E-08 -9.58765522E-02 -0.16216907     -0.25000000    
   0.0000000     -0.20603034     -7.19992742E-02  0.21880950      0.19727722      0.16777140      0.10682809     -4.44101573E-08 -0.10685211     -0.17009744     -0.25000000    
   0.0000000     -0.17732102     -0.20149949      0.17710893      0.20164804      0.17692849      0.13153693      4.79429029E-02 -4.79741096E-02 -0.13246432     -0.25000000    
   0.0000000     -0.18882784     -0.21336716      0.19326727      0.20248112      0.18071657      0.14030583      5.63281141E-02 -5.63784800E-02 -0.14414921     -0.25000000    
   0.0000000     -0.15988366     -0.20174268     -5.59766367E-02  0.20381664      0.18644975      0.15537618      9.23561975E-02 -5.54608123E-05 -9.41771492E-02 -0.25000000    
   0.0000000     -0.17265013     -0.20315957     -6.99047744E-02  0.20859356      0.18884782      0.16132538      0.10288595     -5.54729995E-05 -0.10884671     -0.25000000    
   0.0000000     -0.14246285     -0.18700859     -0.18960820      0.15896457      0.19357875      0.17050931      0.12715635      4.64785248E-02 -4.97829802E-02 -0.25000000    
   0.0000000     -0.15543239     -0.18985631     -0.20181054      0.17652744      0.19430111      0.17430766      0.13571548      5.46532832E-02 -6.33214712E-02 -0.25000000    
   0.0000000     -0.12274731     -0.17185338     -0.19454333     -5.29640429E-02  0.19490708      0.18003748      0.15063778      9.00220945E-02 -5.53666335E-03 -0.25000000    
   0.0000000     -0.13524589     -0.17600402     -0.19526833     -6.59766719E-02  0.20031326      0.18241698      0.15649465      0.10076828     -1.20411180E-02 -0.25000000    
   0.0000000     -9.85986367E-02 -0.15400030     -0.18157761     -0.17951640      0.14637081      0.18728387      0.16556516      0.12513024      3.66827883E-02 -0.25000000    
   0.0000000     -0.10954261     -0.15929586     -0.18340178     -0.19229449      0.16421402      0.18794151      0.16924444      0.13434322      3.93657573E-02 -0.25000000    
   0.0000000     -6.94370344E-02 -0.13136907     -0.16742755     -0.18764023     -5.00289202E-02  0.18782704      0.17480135      0.14945701      7.75214881E-02 -0.25000000    
   0.0000000     -7.71470144E-02 -0.13797157     -0.17069744     -0.18850610     -6.23728000E-02  0.19363748      0.17695878      0.15614393      8.65253136E-02 -0.25000000    
